article_date,article_author,article_author_ip,article_content
2022/01/07 23:31:58,Pietro ,49.217.65.64,1.新聞網址  2.新聞來源 自由 3.完整新聞標題 誰家網軍又出包？反林昶佐空白貼文刷一排 他轟：專業點好嗎 4.完整新聞內容 誰家網軍又出包？反林昶佐空白貼文刷一排 他轟：專業點好嗎--2022/01/07 18:16-----四叉貓指出，PTT上幾篇空白貼文應是公關公司設定錯誤所致。（資料照）--即時新聞綜合報導台北市無黨籍立委林昶佐罷免案即將於9日投票，雙方人馬為-催票無所不用其極，網紅四叉貓今天（7日）就發現，PTT上疑似有反林昶佐陣營的網-軍想帶風向，但卻出包洗了幾篇空白貼文，形跡敗露。--四叉貓在臉書表示，今天上午PTT八卦板出現一篇攻擊林昶佐的新聞，文章貼出，板面-上快速洗了好幾篇空白回覆文，他指出，會有這種情況其實是公關公司使用自動推文程-式沒設定好，本來是要快速洗推文，結果設定錯誤變成空白文連發。--四叉貓解釋，PTT推文就類似FB的文章下面的留言一樣，可以用假帳號搭配程式快速推-爆那篇文章，藉此帶起留言區的網友風向，但現在不但沒帶起風向，反而還被抓到公關-假帳號，我猜應該是討厭林昶佐陣營聘請的公關公司出包吧，專業點好嘛這種帶風-向品質也敢收費喔？--文章PO出，引發網友熱議，數位貂蟬不是叫假的，隨便一抓就是假帳號、不要擋-人財路啦、真的笑死，說白藍在八卦版沒網軍才怪、反正出包就會說是有人反-串，取巧芯，是吧？、 等一下柯粉又要說這是塔綠班在反串... 呵呵呵 。 5.附註、心得、想法 等一下柯粉又要說這是塔綠班在反串... 呵呵呵--這讓我想到低卡靜宜學生群。-柯粉粉專的反應是： http://i.imgur.com/tfUgGQ8.jpg =30m56s 昨天小牛在光芹節目上還有解說什麼叫水軍。-今天就有人示範了。--巧合嗎？ 我不這麼認為。wwww------Sent from JPTT on my Samsung SMA217F.--  ?story_fbid=2980146438869119id=100006213755698
2022/01/07 17:10:45,Pietro ,49.217.65.64, http://i.imgur.com/X1EBMgd.jpg 顏寬恒選前之夜的標語。-真是太神奇了。--我完全無Fuck可說。--順道一提，剛剛問到附近的診所有高端，順利的話我週一應該能打到第三劑。  f40075566 :轉錄至看板 joke 01/07 17:36
2022/01/07 14:43:37,Pietro ,49.217.65.64,記者會-記者說由於改為打完兩劑三個月就能打第三劑。因此阿中也能打了。-問阿中要打哪種？--阿中：我原本要打AZ，不過醫生不准。所以，我考慮打高端。---果然也是死忠的。--總之阿中可以說是（被動）開了第一槍。--各位因為防疫職務需求提早打了兩劑AZ的綠營地方首長準備一一展現忠誠度了。  http://i.imgur.com/lSEmJnF.jpg 我也是死忠的
2022/01/09 13:00:39,Pietro ,49.217.65.64,1.新聞網址  2.新聞來源 中廣 3.完整新聞標題 罷免投票日林昶佐說踏實　鍾小平估投票率5成 4.完整新聞內容 罷免投票日林昶佐說踏實　鍾小平估投票率5成--12 秒 前發布--免投票日，林昶佐早早出門投票，說想早點回家陪小孩。（圖：林昶佐臉書資料照）--台中市第二選區立委補選和台北市立委林昶佐罷免案，都在今天（9日）投票，由於藍綠-選前廝殺激烈，因此雖然是小規模選舉仍吸引全國關注。台北今天上午天氣不錯，一大-早7點多林昶佐就到中正區的投票所排隊投票，他說自己心情踏實，也感激支持者陪他-奮戰到最後一刻，至於罷昶方的台北市議員鍾小平也是早早出門完成投票，隨即要拜訪-里長掌握選情。--林昶佐聲音有些沙啞，他在投票所還沒開門前就已前往排隊，他表示因為已經努力到最-後一刻，所以就抱持著踏實的心情，也感激支持者一路幫忙，因為已經好幾個禮拜沒有-好好陪小孩，所以今天想早一點投完票就回家陪女兒。--而積極推動罷免的鍾小平，也是一大早就完成投票，他表示天氣好， 他預估投票率會 超過5成，因此他對於罷免結果審慎樂觀 ，自己心情也很平靜；若以大我心態來看，是-罷免掉最差的立委，若以小我心態則是帶回國民黨的禮物。他還表示：罷免方設立了自-己的開票中心，因為他們在218個投開票所都有派人監票，可以快速知道投票結果。--根據台北市選委會公告，這次投票人數共23萬5024人；其中中正區8萬3840人、萬-華區15萬1184人，台北市選委會共設置218個投開票所。台北市選委會提醒符合資格-的選民，投票前一定要看清楚投票地點。依照規定，立委罷免案通過門檻為同意票達原選-舉區選舉人總數四分之一以上，而且同意票必須超過不同意票；依規定計算，林昶佐罷免-案過關門檻至少要5萬8756票。 5.附註、心得、想法 小平兄預估五成-游爸爸大呼內行--是說臺中那個錄影還不止一例的樣子。--鍾琴那群人真的在玩碰瓷。----Sent from JPTT on my Samsung SMA217F.-- 
2022/01/08 23:33:52,Pietro ,49.217.65.64,1.新聞網址  2.新聞來源 風傳媒 3.完整新聞標題 今年境外移入個案6成7來自美國　蔡壁如批陳時中防疫遇到美國就轉彎 4.完整新聞內容 政治-今年境外移入個案6成7來自美國　蔡壁如批陳時中防疫遇到美國就轉彎-羅立邦  追蹤-20220108 20:40 ? 人氣- 贊助本文--民眾黨立委蔡壁如（見圖）說，為什麼美國可以不被列入高風險國家名單？衛福部長-陳時中怎麼可以遇到美國就轉彎？（資料照，顏麟宇攝）--全球新冠肺炎疫情嚴峻，民眾黨立委蔡壁如說，為什麼美國可以不被列入高風險國家-名單？衛福部長陳時中怎麼可以遇到美國就轉彎？呼籲陳時中應該從科學數據來做-政策的依據， 用政治決定科學不可取。 蔡壁如今（8）日在臉書發文表示，國際Omicron疫情升溫 ，加上最近幾天境外移入-的確診者，每天都是2位數字以上的速度增加，今天發現高鐵南來北往的人潮冷清了一-些，表示國人都在警戒、都在小心。--但蔡壁如也說，看到為了選舉，我們的總統、副總統為了造勢場合南北奔波，搞一個選-舉傾全國之力，但防疫呢？對於無法樂觀的疫情有備案嗎？選舉比防疫還重要了嗎？---蔡壁如提到，2022年才剛開始，根據疾管署統計，開年短短6天，境外移入累計案例-達113例，其中76例自美國入境，占比達6成7。但是美國並不在列管的高風險國家名單-內，不受隔離14天的嚴格邊境管制；只要從3種方案（14天、104、77）中擇一入-住檢疫旅館即可。--蔡壁如說，美國哥倫比亞大學日前研究指出，美國將在1月9日，也就是明天，達到疫情-高峰，平均7日確診人數將達到250萬，甚至500萬；這麼龐大的數字，嚴重程度不亞於-非洲國家。我就問，為什麼美國可以不被列入高風險國家名單？陳時中怎麼可以遇到-美國就轉彎？（相關報導：陳時中稱法國疫情比美國嚴重　趙少康怒嗆亂講：不換掉-他，防疫危險了更多文章）--蔡壁如強調，呼籲陳時中應該從科學數據來做政策的依據，用政治決定科學不可取-。錯誤的制度才是防疫的破口，桃機的工作人員辛苦了，沒有人願意成為破口，千-萬不要讓指揮中心錯誤的決策，再次三級警戒，台灣的市井小民承受不起。--看更多新冠肺炎疫情最新報導：  相關報導 5.附註、心得、想法 TMD已經決定踩這個風向了嗎？--與其質問為什麼只有非洲五國高風險。--我比較好奇的是靠背這些的為什麼只在乎美國？--陳時中隨便就舉了兩個比美國嚴重的國家了。--為什麼是看美國轉彎，而非看到全球就轉彎？---    用政治決定科學不可取。--自介喔？---Sent from JPTT on my Samsung SMA217F.-- 
2022/01/10 17:43:50,Pietro ,49.217.65.64,1.新聞網址  2.新聞來源 中時 3.完整新聞標題 補選、罷免國民黨連敗原因曝光 彭文正曝論文門最大意義 4.完整新聞內容 補選、罷免國民黨連敗原因曝光 彭文正曝論文門最大意義-23:482022/01/09 中時新聞網 李培睿-資深媒體人彭文正。(圖/本報資料照)-資深媒體人彭文正。(圖/本報資料照)--中二立委補選與罷昶結果出爐，繼四大公投後，民進黨再下一城，局面對國民黨十分不-利。資深媒體人彭文正認為，國民黨在這次選戰中失敗的原因，在於動能不夠，沒有足-夠的衝擊力，無法激發選民的熱情，也沒辦法激發選民的憤怒，他更指出，蔡英文總統-論文門案的關鍵，其實並不在於有沒有論文，而是會牽涉到3050年左右的刑期。--彭文正在自己經營的網路節目《政經關不了》中表示，國民黨在這場選戰當中，敗在動-量不夠，也就是當下的衝擊力道不夠，激發不起選民的熱情，也激發不起選民的憤怒，-就是動能不夠。---彭文正指出，今天在反對蔡英文的陣營中，沒有一個很強有力的一擊，能讓民進黨承受-不了。任何議題都撼動不了蔡英文， 只有一件事情能讓民進黨樹倒猢猻散，那就是論文 門。 因為有沒有論文不重要，而是這牽涉到3050年的有期徒刑。--此外，針對這次投票的結果，國民黨發言人凌濤指出，在地的民意再度被國家機器所吞-噬，但民意將會在2024的大選奮起，用選票下架鴨霸的執政黨，黨主席朱立倫明天南-下台南，啟動大選提名佈局。--凌濤表示，這次的公民行動暫時沒有成功，在地民意受到挫折，可是民意將會在2024-大選再次起身奮鬥，用手上的選票下架這個鴨霸的執政黨。每一位當地民眾都是螞蟻雄-兵，用微小的力量對抗排山倒海的府院黨行政資源，只要他們團結當地的怒吼，就可以-勝過空降、只會噴政治口水的政治人物。--國民黨連敗誰要負責？ 媒體人開嗆：黨主席下台-補選、罷免二連敗 黃光芹曝朱立倫最大問題--政治  中時新聞網--也許您會感興趣 5.附註、心得、想法  對應影片。---我真的很支持國民黨下來打論文門。--只有一件事情能讓民進黨樹倒猢猻散，那就是論文門。--不過聽到這句話，我是國民黨恐怕都會遲疑一下。----Sent from JPTT on my Samsung SMA217F.-- 
2022/01/10 10:38:27,Pietro ,49.217.65.64,1.新聞網址  2.新聞來源 中央社 3.完整新聞標題 桃機本土疫情擴大採檢8924人 陳時中：3人確診 4.完整新聞內容 桃機本土疫情擴大採檢8924人 陳時中：3人確診--2022/1/10 10:18（1/10 10:27 更新）---中央流行疫情指揮中心指揮官陳時中10日視察桃園國際機場時表示，桃機8924人核酸檢-測結果，共3人確診COVID19。中央社記者吳睿吳睿騏攝--（中央社記者吳睿騏桃園機場10日電）-中央流行疫情指揮中心指揮官陳時中今天視察桃園國際機場時表示，桃機8924人核酸檢-測（PCR）結果，共3人確診COVID19（2019冠狀病毒疾病）。--桃機前進指揮所指揮官王必勝昨天說，完成相關人員普篩PCR任務，預估全數結果10日-凌晨出爐。（編輯：李明宗）1110110 5.附註、心得、想法 雖然我幾個月前對第三劑表達疑慮。-不過春節返鄉這批的確是大威脅。-加上國外實際施打的結果也出來了。-我也只好改變想法。-能打快去打。 http://i.imgur.com/YzV0wCh.jpg 
2022/01/08 14:54:37,DDDDRR ,114.136.126.19,1.新聞網址  2.新聞來源 東森新聞雲 3.完整新聞標題 機場連環爆桃園升三級？陳時中：會審時度勢，做出判斷 4.完整新聞內容 記者李宜秦台北報導--桃園機場確診連環爆，桃園市長鄭文燦強調提升防疫等級，指揮中心指揮官陳時中坦-言，不排除提升桃園防疫等級至第三級，強調會審時度勢，做出判斷。-有媒體提問，指揮中心是否會針對桃園升級防疫警戒。對此，陳時中表示，指揮中心會根-據疫情發展判斷，目前仍是以找出有傳染力的案例為主要作業，並及時匡列相關人員，外-界的確有許多升級防疫等級的建議，指揮中心會適時審議，若有必要不排除升級警戒。--陳時中表示，各級防疫警戒會讓地方政府有彈性加嚴，若有特別嚴格的規定須通報指揮中-心，不過防疫警戒升級、降級與否，則屬於中央權限。--陳時中指出，目前大環境的狀況與去年5月相比，還稍微好一些，主要是疫苗覆蓋率高，-第一劑施打率80、第二劑70，也已開始有人接種第三劑疫苗，整體防護力較去年提升-不少。--指揮中心表示，今日本土個案(案1741417415)分別為本國籍1例男性、1例女性，年齡均-為50多歲，均為桃園機場感染事件相關個案。 5.附註、心得、想法 目前看起來就兩條感染源在跑而已-升三級條件好像是十例以上不明感染源？-無論是什麼這次的疫情不用太緊張吧 第一時間王必勝進駐-發生的地點也不是去年五月的台北市-安全多了 自刪與板主刪除，同樣計入額度  
2022/01/07 22:06:52,DDDDRR ,114.136.78.79,1.新聞網址  2.新聞來源 東森新聞雲 3.完整新聞標題 快訊陳時中證實增1保全確診桃機染疫13人計程車司機待複驗 4.完整新聞內容 記者洪巧藍台北報導--桃機群聚又有變化傳出又有女保全與排班計程車司機確診，中央流行疫情指揮中心指揮-官陳時中今（7）日晚間證實，新增女保全為前一確診女保全（案17371）匡列對象，採檢-確診，傳染途徑疑似也有在入境大廳與旅客接觸，桃機相關案件累積13人；至於新增計程-車司機，是匡列二採陽性，Ct值高（病毒量低），目前暫列疑似染疫，等待24小時後複驗-確認。 5.附註、心得、想法 奇怪 明明21：45就有這篇新聞-怎麼21：45有人剛好貼19點那時候的舊聞？-不過看起來計程車司機是舊案的機會比較高就是 自刪與板主刪除，同樣計入額度  
2022/01/09 12:18:58,DDDDRR ,223.140.17.95,1.新聞網址  2.新聞來源 東森新聞雲 3.完整新聞標題 竹科急毒粉塵外洩方圓3公里全慘了　環保局急喊：勿靠近污染區 4.完整新聞內容 記者陳凱力新竹報導--新竹科學園區昨日發生一起工業氣體公司槽體破裂，導致大量珍珠岩粉塵隨風擴散，吹向-空中、地面，園區旁的寶山鄉大崎村民眾首當其衝，苦不堪言。環保局說，昨日抵達現場-時珍珠岩粉已落至地面，除了第一時間要求該公司清理外，後續也將依情節開罰。--新竹縣議員邱振瑋表示，一早行經鄉內大崎路上，看到馬路上的停放車輛上鋪滿一片白白-的東西，一開始以為下了冰霰，仔細一瞧才發現不對勁，原來這根本不是什麼冰霰-，是一種第五級的具有急毒性的厭惡性粉塵、珍珠岩粉。--新竹市環保局表示，昨日收到通報，位於園區內工業五路一家工業氣體公司發生桶槽破裂-，其中珍珠岩粉因此外洩飄散出來，當下人員抵達現場時粉塵已經只外洩，經了解為桶槽-意外破裂導致，當下也立即要求該公司盡速清理，避免造成汙染擴大。--環保局表示，雖桶槽破裂為意外發生，但造成空氣汙染使民眾受害是事實，目前已進行調-查，將依空汙法規定開罰。--邱振瑋則表示，該公司雖屬於新竹市，但是意外發生後造成損失的都是新竹縣民，要求廠-商應盡速全面清除。同時提醒民眾，珍珠岩粉屬於有毒粉塵，會刺激皮膚、眼睛等人體器-官，易造成眼睛刺痛、咳嗽、皮膚癢、口渴不適症狀，建議民眾近期外出除了配戴口罩也-可戴上透明防護鏡，盡量避免靠近汙染區域，若不慎接觸到眼睛，應立即用清水沖洗眼睛-，以沖出粉塵或就醫。--當地楊姓鄰長說，珍珠岩粉大概像精鹽顆粒大小，但是很輕，雖然已經降落地面，但是只-要有車輛經過，就會再次帶動飄飛，除了房屋、車輛，當地許多菜園農作物都遭殃，目前-初估受影響範圍約有3公里，今日路面都還可隨處見到珍珠岩粉，該公司也派員前往洽談-後續善後急賠償、補償事宜，鄰長說，也會盡速統計村民損失與對方溝通。 5.附註、心得、想法 珍珠岩粉大概像精鹽顆粒大小，但是很輕，雖然已經降落地面，但是只要有車輛經過，就-會再次帶動飄飛，除了房屋、車輛，當地許多菜園農作物都遭殃，目前初估受影響範圍約-有3公里-方圓三公里還蠻大的吧 尤其住附近的應該都吸到了 怕 自刪與板主刪除，同樣計入額度  
2022/01/10 19:04:32,DDDDRR ,114.136.83.60,對這病毒最有疑問的是會造成有什麼後遺症吧-畢竟新興病毒實在是需要時間才能看到一些現在看不到的-不知道整天在想流感化共存化的人在想什麼---Sent from MeowPtt on my iPhone--- 
2022/01/10 10:31:38,DDDDRR ,114.136.83.60,如題-賣場至少還有實聯制跟體溫測量-像西門町那些跟警察玩鬼抓人的路邊攤還是照賣-然後邊走邊吃不是更難管控？-禁止試吃怎麼不乾脆取消內用？-我是針對剛剛侯市長禁止賣場試吃的規定表示疑惑而已--Sent from MeowPtt on my iPhone--- 
2022/01/10 08:46:26,DDDDRR ,114.136.102.87,1.新聞網址  2.新聞來源 東森新聞雲 3.完整新聞標題 第三劑打不到 陳時中：來找我 4.完整新聞內容 桃機群聚擴大，許多人搶打第三劑出現排隊人潮；指揮中心指揮官陳時中昨表示，中央庫-存疫苗超過八百萬劑，地方還有一一萬劑，疫苗絕對夠，第三劑打不到，來找我，我-幫他打。另，一九二二疫苗預約接種平台積極重啟中。--指揮中心預估，一月底前約七六八萬人可打第三劑，陳時中表示，符合資格者就算都選擇-ｍＲＮＡ疫苗，絕對都足夠，更何況符合資格也不可能統統都打，七六八萬人能打七成就-非常成功。--不少專家指出，應針對高風險族群造冊，優先協助施打第三劑。陳時中表示，目前各地方-政府都有最適切安排，以台中市為例，就根據年齡發放接種通知書。--台北市長柯文哲認為，應給機場、旅館、醫院工作人員及六十五歲以上長者優先施打第三-劑，中央戰術不對，系統一定會被擊垮。民眾黨也指出，全台可接種第三劑人數從四-十萬人變成七六萬餘人，暴增十九倍，忽略了人性與防疫的平衡。--新北市長侯友宜表示，為加強保護無法打疫苗的幼童，將安排新北近四萬名幼兒園及國小-教職員、八千多名托嬰中心工作人員優先接種第三劑疫苗，另安排長照機構為進住長者接-種第三劑，避免引發重症。--侯友宜還說，現在收治醫院的確診者多為輕症，這兩天就有一百多名個案，但境外移入尚-未達高峰期，春節前兩周才是高峰，新北醫療院所收治已達百分之五十，呼籲中央做好輕-、重症分流，減緩醫療量能壓力。 5.附註、心得、想法 哇靠-指揮官親自幫注射疫苗-要不是我第二劑才剛打完一個月 我也想要指揮官服務-打高端跟az的各位應該可以去找指揮官了吧？ 自刪與板主刪除，同樣計入額度  
2022/01/10 07:46:35,DDDDRR ,114.136.102.87,1.新聞網址  2.新聞來源 東森新聞雲 3.完整新聞標題 快訊桃園2國中家長確診　今停課1天 4.完整新聞內容 記者黃翊婷綜合報導--桃園中壢區2間國中宣布，因為有家長確診，今日（10日）預防性停課一天。此外，同樣-在中壢區，某國小9日晚間傳出有學生確診，學校緊急停課14天；中央流行疫情指揮中心-證實，再檢出1例陽性個案（暫未編號，Ct值18），為本國籍未滿10歲男童。--中壢某國中教務處發布公告表示，9日深夜11時31分接獲教育局體健科通知，1名家長在假-日期間篩檢確診感染新冠肺炎，奉教育局指示，今日（10日）本校全體學生實施預防性停-課1天。 5.附註、心得、想法 所以今天本土至少加3？ 兩個家長跟一個未成年學生 不過還好都是接觸者被匡列到的人 天佑台灣 新聞不考慮回去報酒駕嗎 比報這個有意義多了 自刪與板主刪除，同樣計入額度  
2022/01/08 15:00:05,eunhailoveu ,180.176.16.121,如題-台灣有一群人-一直說陳時中想選台北市長--雖然說我也沒有很喜歡陳時中-因為幹話真的有點多-態度也不像防疫初期一樣-現在變得有點傲慢了--但我也不會去硬塞一句-別人沒有講過的話到他口中-這樣的素質跟一直說韓總會選台北市長的綠粉們有什麼不同？--人家就沒有親口講過-然後某些人一直硬塞一些話到人家口中--如果你是說柯P想選總統-那沒有問題-因為柯P自己也親口講過他是會直接準備--還是說那些人會讀心術？-可以讀到陳時中跟韓國瑜現在心裡在想什麼？-人家不用親口說出來-你就能幫他們掛保證-是這樣嗎？--真的滿討厭這些整天把別人沒講過的話硬塞到別人口中的人-到底道德放在哪裡？-- 
2022/01/08 14:14:25,eunhailoveu ,180.176.16.121,如題-最近快過年了-許多平常住在國外的同胞們-陸陸續續回台灣準備過年--去年的時候-311是指-體恤機組人員飛行辛苦-心理狀態可能受到影響之類的因素-因此給他們只要3天隔離11天自主健康管理的方便--但因為那時候台灣疫苗覆蓋率很低-所以其實是一個滿有風險的決策--現在台灣疫苗覆蓋率算提升不少了-考量到大量海歸國人短時間內返台-可能防疫旅館會不夠住之類的因素-如果現在開放給海歸國人們-3天隔離11天自主健康管理的方便-想請問一下共存仔們會同意這個政策嗎？--這是我剛剛突然想到的-政府目前應該還是採取7天旅館隔離7天在家隔離7天自主健康管理的政策-想請問一下共存仔會同意我提出來的想法嗎？-- 
2022/01/07 21:42:24,eunhailoveu ,180.176.16.121,1.新聞網址  2.新聞來源 中時新聞網 3.完整新聞標題 顏清標被氣到住院 曾私下跟高金素梅說這句話 4.完整新聞內容  中二立委補選後天投票，顏寬恒的父親顏清標昨傳出因被爆母親墓地違建，氣到血壓飆高-掛急診。（資料照，黃國峰攝）  立委高金素梅。（資料照片）--台中第二選區立委補選最後倒數，6日卻傳出國民黨候選人顏寬恒的父親顏清標，疑因被-問及母親祖墳問題、氣到血壓飆高送醫。對此，無黨籍立委高金素梅披露，顏清標曾說，-以前這些人幾乎都欠他人情，但他從來不願意用嘴巴講；可是這些欠他人情的人，顛倒過-來，無情地連他家祖墳都要挖起來，這是他最受不了的。--高金素梅今（7）日在《新聞大白話》視訊連線表示，她在立法院20年了，近幾年卻發現-（政治）毫無人性、非常無情。 最近一個月來，不管是顏清標也好、顏寬恒也好， 在各大 媒體、網路，被極盡羞辱抹黑。 甚至顏家的祖墳都被攻擊。 高金素梅認為，每個人可以有政黨的傾向，但政治如果踩到人性最底線，就是冷血。 如果 一個政黨冷血到如此，相信全民心中有一把尺。 高金素梅披露，大前天看到顏清標，氣色就非常不好，顏清標說被人講成這樣怎有辦法睡-得好。 顏清標還說，以前這些人幾乎都欠他人情，但他從來不願意用嘴巴講。可是這些欠 他人情的人，顛倒過來，無情地連他家祖墳都要挖起來，這是他最受不了的。高金素梅認 為，這真的是蠻過分的。 高金素梅強調，這幾年來， 這個政黨不管是執政或操作側翼網軍，已經是像食人魚一樣， 不擇手段，連生病都可以講成操作？實在太沒人性，選舉不該如此，無情冷血到這般程度 。 顏寬恒今（7）日上午持續到大肚區車隊掃街拜票時表示，父親的血壓昨晚已穩定，謝謝-大家關心。但對於顏清標血壓飆高的原因是否與祖墳有關，顏寬恒不願多談。 5.附註、心得、想法 推高金委員-綠畜黨真的很沒人性-養網軍的事情已經眾所皆知了-更可惡的是還攻擊對手的祖墳-政治立場不同很正常-但去攻擊人家祖墳這種事情-綠畜黨都做得出來-選民們真的要睜大眼睛-難道還要繼續投給這種垃圾政黨嗎？-- 
2022/01/07 14:40:07,eunhailoveu ,180.176.16.121,1.新聞網址  2.新聞來源 中時新聞網 3.完整新聞標題 侯友宜籲拍照唱歌不分室內外必戴口罩 網狂讚：果決 4.完整新聞內容  新北市長侯友宜呼籲中央重新檢討高風險國家列管數量，不要一成不變。（資料照/葉德-正攝）--桃園機場群聚案疫情延燒， 新北市長侯友宜今(7日)上午在臉書呼籲即日起，市民朋友無 論拍照、唱歌時，或是在無法保持距離的場合，不分室內室外，請務必戴上口罩 此舉曝-光後，引發網友關注，不少網友都說很好，明斷果決、辛苦了侯市長要為被甩鍋-提早做預防。--侯友宜在臉書提到，民眾進出任何場所，也一定要落實實名制，勤洗手、量體溫，把個人-防疫做好。 防患未然，新北市全力提高醫療收治及廣篩量能，全面待命，防堵疫情。 部分-篩檢站將於周末加開篩檢時間，市民朋友只要有疑慮，都可以前往篩檢。--對此《Yahoo新聞》相關報導底下有近200則留言， 有網友酸 陳時中超前部署，世界怎麼 跟得上台灣、這個春節肯定是不安心啦，境外一直進來怎會安心、民進黨多為人 民做點事，別只會關心選舉、現任防疫指揮官姓侯？、一定要守住啊。 5.附註、心得、想法 藍皮綠骨不意外-整天跟醫生出身的柯P對著做-柯P都說了-不贊成風吹草動就超前部署  結果藍皮綠骨的侯友宜竟然還是叫人民要戴好口罩-說你藍皮綠骨真的剛好-- 
2022/01/08 17:30:25,eunhailoveu ,180.176.16.121,1.新聞網址  2.新聞來源 中時新聞網 王子瑄 3.完整新聞標題 于北辰稱退黨為救國嗆藍重返執政比登天還難 網神回4字 4.完整新聞內容  前國民黨黃國園黨部主委于北辰。（圖本報系資料照）--原屬國民黨籍的備役少將于北辰，去年12月31日發表聲明宣布退黨，隨後宣布未來不會選-立委、市長，而會在今年以無黨籍參選桃園區議員。于昨日（7）更稱國民黨重返執政-比登天還難，他離開國民黨是為了救國家、不再受國民黨包袱的限制與框架。消息一出-再度引發熱議，正反意見兩極，有網友認為于的言論刷新三觀，不少人則對此看法表-示認同。--于北辰7日在網路節目《于北辰北杯說故事》表示，大家最近應該都被他的新聞疲勞轟炸-了，他也很意外自己竟衝上網路溫度計第三名，讓大家每天都看到于北辰令他深感抱歉。--于北辰指出，他在國民黨待了36年，當年他會加入國民黨核心價值就是愛國，他從16-歲起因為進入軍校而加入國民黨，因為所謂黨國一體愛國就是愛黨，入黨就是表達自-己愛國熱忱最好的方式，他也一直以跟先總統蔣公與國父孫中山擁有同一個黨證為榮，這-個信念也放在他心中36年了。--于北辰強調，脫下軍服退伍後他想為國家做事，但因種種的路線、論述與外部環境影響，-未來國民黨、民進黨間300萬票的差距會愈來愈大；既然他喚不回國民黨，就不能再跟他-們一起往下走、往下沉淪，國民黨重返執政比登天還難，那麼就是他該揮別這個政黨-的時候，離開了國民黨是為了救國家，因他出來後不再受國民黨的政策包袱的限制，-也不再受黨員框架的限制。--此消息引發熱議， 網友湧入該影片與《中時新聞網》相關連結下留言，但正反兩方看法兩 極，互不相讓：刷新三觀、真的刷新三觀，而且是顛覆三觀、 牆頭草就是牆頭 草、現在是在解釋給誰聽？無恥、在你眼中國民黨向下沉淪，那民進黨呢？ 沒人在意隨你啦我就住桃園區，絕對不會支持你 于將軍說得非常有道理、-于將軍的理念很清晰，勇於走自己的路、沒有于將軍是國民黨的損失。 5.附註、心得、想法 推中時新聞網的網友們-于北辰要退黨就滾-牆頭草就是牆頭草-在你眼中KMT沉淪-那麼DPP呢-DPP就沒有沉淪嗎？-牆頭草真的笑死人-- 
2022/01/08 21:29:02,eunhailoveu ,140.112.71.142,因為綠營很愛看電視-但我跟你講白了-北昶中儀-現在這時間點帶風向真的沒用了-現實世界的風向早就變了--我真的很喜歡那句-退潮之後就知道誰沒穿褲子-選舉沒有確定的-但北昶中儀輸面大 儀又比昶更穩些-不用多久了-再20個小時就知道誰沒穿褲子--- 
